Date,Open,High,Low,Close,Volume,SMA_50,SMA_200,RSI,Upper_BB,Middle_BB,Lower_BB
2000-10-06,0.18604298429661295,0.18154630473797867,0.18058068877336672,0.1769855793868378,0.029196861599535606,0.2466824054677717,0.34457966840844423,0.2850227642924896,0.2738110266073055,0.2237147744150851,0.17098631871419903
2000-10-09,0.18133495498043256,0.1780744424723248,0.17357079192602792,0.16989711700292573,0.029346041732986286,0.2449304900125867,0.3444812875288143,0.26356462334458297,0.2677142994523482,0.21840022910661935,0.16663440342478716
2000-10-10,0.17485192110654935,0.17399878589729828,0.15787428766790132,0.15419517874035488,0.07996304826819967,0.24284195712685108,0.34434710740087876,0.2214709778726361,0.2616090389316897,0.21227479220325085,0.16063516827757038
2000-10-11,0.15747209511092944,0.15314873585852423,0.14174205547929905,0.15303731042651803,0.11312597918968348,0.241151334920579,0.344294991803154,0.21857551014122167,0.2578922254784668,0.2070482400746252,0.15392402122755963
2000-10-12,0.1519857338457863,0.15985660380006766,0.15417041957884084,0.15793239995466077,0.04299259092810017,0.24000005357886145,0.34422945829500684,0.25843548338016253,0.24861092391353468,0.2014138113644248,0.15231609200193444
2000-10-13,0.15381767715763509,0.16211143022719843,0.1532325999474203,0.16358056084321637,0.03866823961200682,0.2383951223650868,0.34416682291874295,0.303441580065499,0.23948046637650433,0.19660096821567088,0.15222550529507478
2000-10-16,0.1746905735145148,0.1709797603663218,0.15974990886274062,0.1572169624116964,0.06319245485584456,0.23678324895925457,0.34402469939111335,0.281684123696703,0.2354086583882689,0.19276965464735404,0.14874315924359086
2000-10-17,0.1623414901236766,0.1587622198663155,0.15311893414833994,0.1494695491211239,0.03416974077611121,0.23509738742673375,0.34375612446259807,0.2567029032158979,0.2290758987224995,0.18814981195626954,0.14606213402329182
2000-10-18,0.1490527090873088,0.14654466137160493,0.13416377543255317,0.14008416701826237,0.0757691515457933,0.2332137610066753,0.3434340385129847,0.22896157246658272,0.22491460461236706,0.18362379577057145,0.14125617282694092
2000-10-19,0.15038158175958588,0.15418652644713188,0.14859091222693932,0.15671802704945442,0.058070395545818276,0.23124424420803757,0.3430978366853341,0.35621328500919286,0.2213735900511435,0.18076525854899947,0.1391946659500865
2000-10-20,0.16422090351926802,0.1626114490766512,0.15334628381450244,0.15315026574406032,0.04597556941245498,0.22919954901968814,0.34267141225513453,0.342918602763851,0.21623450379311643,0.17745557836478154,0.13791648089727362
2000-10-23,0.15813653144706794,0.15798859153739642,0.15500402297610222,0.1569439556396045,0.023260241309789088,0.22729390424706658,0.34221289185889264,0.3705094039486807,0.20970130010572013,0.17428833851391784,0.13841655575479406
2000-10-24,0.16046207672808516,0.17395160378252283,0.16080139429324153,0.17594066639054318,0.0568432485066382,0.2258383385574323,0.3418897324436867,0.49177707060748,0.20244995825254725,0.172102141437592,0.14168676068418531
2000-10-25,0.17645607319274978,0.1720175509549295,0.1616350157585046,0.16358056084321637,0.03598799068716489,0.22401342623084192,0.3415408103661149,0.43615221039937246,0.19670670670309903,0.16986441247965123,0.14324281577227072
2000-10-26,0.16034816301072868,0.1673475292956036,0.16068772849416116,0.1569910338215463,0.03113183404178292,0.22218851428259329,0.3411516879951019,0.4089049470705206,0.19101861452477736,0.1674822987465075,0.14444508736567038
2000-10-27,0.16937504661634184,0.167234306615906,0.16466632055000227,0.16435248502248467,0.02674943355242215,0.2205524410058915,0.34080904557863834,0.4536250343706766,0.18579727384042444,0.1657268266025413,0.14642946436044788
2000-10-30,0.17180500073524768,0.1673946934156747,0.16731870320856182,0.16452192697633083,0.012726501008058224,0.21872653704567624,0.34048502737048403,0.45466490074781896,0.1789877622407995,0.16388919553153075,0.14994033132136267
2000-10-31,0.16610980368979508,0.1617340452878122,0.1682659904729053,0.16452192697633083,0.0,0.21706031296133038,0.340190689779603,0.45466490074781896,0.17427006854347055,0.16257660177691616,0.15229207573061376
2000-11-01,0.17607640304547015,0.17494221225635503,0.17821247964650894,0.17632661052511175,0.020903320038200102,0.21569619094991138,0.33984380724570856,0.529500067983552,0.17453651605681075,0.16265049520341684,0.15215876348628823
2000-11-02,0.17640862121353942,0.17372517641783192,0.17207407479612497,0.17209989831305716,0.01765693562783614,0.2140797551213845,0.3394747045063782,0.5054317959825423,0.17236460236447,0.1621176791923764,0.15338744540626503
2000-11-03,0.17645607319274978,0.17290438396884178,0.17234878069490384,0.1748957533942486,0.012809517567677222,0.2123139545254007,0.33907758499073165,0.5232141683104509,0.17192983899746733,0.1620097547881492,0.15363080730535736
2000-11-06,0.17750968455563584,0.17383839909752957,0.17538957118732618,0.17659961729720364,0.011811446298272882,0.2104198147458731,0.33874916573744174,0.5343591985094742,0.17310849639806009,0.1623558904729658,0.15308043131162824
2000-11-07,0.17512720052047268,0.172404365119389,0.17423388759066782,0.171770422859727,0.020305975319738594,0.20819123981078477,0.3383252101962081,0.5030036832583032,0.17414891207405914,0.16326352477240358,0.15382452034816266
2000-11-08,0.1734186395963837,0.17296099530869058,0.16926063396986513,0.16551035333632153,0.015141471452914631,0.20575220473204145,0.33782611370143356,0.4642843027373289,0.1743036848539446,0.16390766726546957,0.15497520523065766
